"","date","conduct_period","state","random_value","temp","milk_price","sugar_price","eggs_price","diesel_price","gasoline_price"
"139",1997-10-28,0,"MA",3.44444444444444,50.3,2.69,0.06,0.99,1.95,1.07
"140",1997-10-29,0,"MA",3.4621578099839,49.3,2.72,0.14,1.07,2.03,1.14
"141",1997-10-30,0,"MA",3.47987117552335,40.2,2.71,0.06,1.02,1.93,1.03
"142",1997-10-31,0,"MA",3.4975845410628,58.6,2.65,0.2,1,1.95,1.04
"143",1997-11-01,0,"MA",3.51529790660225,46.7,2.76,0.19,1.11,1.93,1.07
"144",1997-11-02,0,"MA",3.53301127214171,47,2.69,0.04,1.07,1.98,1.04
"145",1997-11-03,0,"MA",3.55072463768116,68.9,2.66,0.13,0.98,1.93,1.05
"146",1997-11-04,0,"MA",3.56843800322061,49.1,2.7,0.07,1.05,1.9,1.01
"147",1997-11-05,0,"MA",3.58615136876006,48.6,2.62,0.08,1.05,1.98,1.12
"148",1997-11-06,0,"MA",3.60386473429952,51.6,2.69,0.14,1.06,1.97,0.97
"149",1997-11-07,0,"MA",3.62157809983897,63.8,2.61,0.15,1.08,1.96,1.13
"150",1997-11-08,0,"MA",3.63929146537842,67.6,2.7,0.19,1.07,2.01,1.08
"151",1997-11-09,0,"MA",3.65700483091787,51.5,2.68,0.08,1.05,2,1
"152",1997-11-10,0,"MA",3.67471819645733,50.9,2.7,0.1,1.01,1.91,1.06
"153",1997-11-11,0,"MA",3.69243156199678,62.5,2.66,0.12,1.03,2.01,1.04
"154",1997-11-12,0,"MA",3.71014492753623,43.9,2.66,0.13,1.02,1.98,0.94
"155",1997-11-13,0,"MA",3.72785829307568,54.8,2.68,0.12,1.03,1.96,1.14
"156",1997-11-14,0,"MA",3.74557165861514,57.9,2.62,0.07,0.97,1.88,1.06
"157",1997-11-15,0,"MA",3.76328502415459,59.7,2.68,0.19,0.95,1.93,1.02
"158",1997-11-16,0,"MA",3.78099838969404,51.3,2.72,0.08,1.08,1.97,1.06
"159",1997-11-17,0,"MA",3.79871175523349,45.6,2.68,0.05,1.07,1.85,1
"160",1997-11-18,0,"MA",3.81642512077295,55.8,2.66,0.03,1,1.9,1.03
"161",1997-11-19,0,"MA",3.8341384863124,51.5,2.65,0.07,1,1.84,1.02
"162",1997-11-20,0,"MA",3.85185185185185,57.3,2.72,0.04,1.03,1.9,1.07
"163",1997-11-21,0,"MA",3.8695652173913,56.3,2.71,0.1,1.02,1.9,1.06
"164",1997-11-22,0,"MA",3.88727858293076,55.6,2.69,0.17,1.08,1.96,1
"165",1997-11-23,0,"MA",3.90499194847021,53.5,2.7,0.11,1.06,1.96,1.04
"166",1997-11-24,0,"MA",3.92270531400966,61.3,2.68,0.17,1.14,1.94,1.14
"167",1997-11-25,0,"MA",3.94041867954911,61,2.66,0.21,1.09,1.89,1.02
"168",1997-11-26,0,"MA",3.95813204508857,58.4,2.7,0.2,1.04,1.94,0.99
"169",1997-11-27,0,"MA",3.97584541062802,45.8,2.67,0.1,0.99,1.94,1.03
"170",1997-11-28,0,"MA",3.99355877616747,45.1,2.66,0.15,1.06,1.89,1.1
"171",1997-11-29,0,"MA",4.01127214170692,54.8,2.67,0.18,1.04,1.94,1.06
"172",1997-11-30,0,"MA",4.02898550724638,56.3,2.74,0.11,1.07,1.95,0.98
"173",1997-12-01,0,"MA",4.04669887278583,19.1,2.75,0.21,1.02,1.97,0.98
"174",1997-12-02,0,"MA",4.06441223832528,24.2,2.64,0.13,1.11,1.9,1.08
"175",1997-12-03,0,"MA",4.08212560386473,41.7,2.7,0.07,0.97,1.87,1.14
"176",1997-12-04,0,"MA",4.09983896940419,37.5,2.68,0.04,1.02,1.97,1.11
"177",1997-12-05,0,"MA",4.11755233494364,23.5,2.63,0.19,1,1.85,1.13
"178",1997-12-06,0,"MA",4.13526570048309,12.2,2.66,0.18,0.96,1.89,1.05
"179",1997-12-07,0,"MA",4.15297906602254,33.6,2.67,0.16,0.94,1.94,1.03
"180",1997-12-08,0,"MA",4.170692431562,34.9,2.67,0.12,1.04,1.91,1.12
"181",1997-12-09,0,"MA",4.18840579710145,23.5,2.73,0.12,1.14,1.88,0.98
"182",1997-12-10,0,"MA",4.2061191626409,22.5,2.67,0.13,1.09,1.91,1.11
"183",1997-12-11,0,"MA",4.22383252818035,26.8,2.69,0.11,1.02,1.85,0.99
"184",1997-12-12,0,"MA",4.24154589371981,33.7,2.72,0.16,1.05,1.83,1.05
"185",1997-12-13,0,"MA",4.25925925925926,21.2,2.65,0.13,1.05,1.82,1.08
"186",1997-12-14,0,"MA",4.27697262479871,25.2,2.64,0.12,1.06,1.93,0.98
"187",1997-12-15,0,"MA",4.29468599033816,34.4,2.72,0.13,1.03,1.98,0.97
"188",1997-12-16,0,"MA",4.31239935587762,27.5,2.69,0.17,1,1.93,0.97
"189",1997-12-17,0,"MA",4.33011272141707,19.5,2.72,0.21,1.06,1.84,1.05
"190",1997-12-18,0,"MA",4.34782608695652,31.7,2.68,0.19,1.01,1.99,1.03
"191",1997-12-19,0,"MA",4.36553945249597,48,2.7,0.09,1.01,1.95,1.16
"192",1997-12-20,0,"MA",4.38325281803543,29.5,2.68,0.18,1.08,1.88,1
"193",1997-12-21,0,"MA",4.40096618357488,27.5,2.68,0.11,1.08,1.92,1.03
"194",1997-12-22,0,"MA",4.41867954911433,31.4,2.7,0.19,1.06,1.91,0.99
"195",1997-12-23,0,"MA",4.43639291465378,38.7,2.68,0.1,1.13,1.87,1.07
"196",1997-12-24,0,"MA",4.45410628019324,35.8,2.69,0.1,0.99,1.97,1.04
"197",1997-12-25,0,"MA",4.47181964573269,35.8,2.69,0.12,1.08,1.87,1.06
"198",1997-12-26,0,"MA",4.48953301127214,38.8,2.69,0.12,1.03,1.92,1
"199",1997-12-27,0,"MA",4.50724637681159,27.4,2.72,0.14,1.04,1.92,1.01
"200",1997-12-28,0,"MA",4.52495974235105,46.5,2.74,0.12,1.07,1.95,1.04
"201",1997-12-29,0,"MA",4.5426731078905,30.1,2.67,0.2,1.08,1.86,0.99
"202",1997-12-30,0,"MA",4.56038647342995,10.4,2.71,0.05,1.06,1.84,0.94
"203",1997-12-31,0,"MA",4.5780998389694,13.5,2.64,0.1,1.03,1.9,1.07
"204",1998-01-01,0,"MA",4.59581320450886,42.9,2.72,0.16,1,1.94,0.99
"205",1998-01-02,0,"MA",4.61352657004831,27.1,2.76,0.04,1.04,1.88,1.03
"206",1998-01-03,0,"MA",4.63123993558776,24.9,2.73,0.14,1.07,1.88,1
"207",1998-01-04,0,"MA",4.64895330112721,37.2,2.68,0.08,1.02,1.86,1.04
"208",1998-01-05,0,"MA",4.66666666666667,27.9,2.7,0.16,1.02,1.89,1.07
"209",1998-01-06,0,"MA",4.68438003220612,33.8,2.7,0.13,1.01,2,1.03
"210",1998-01-07,0,"MA",4.70209339774557,28.9,2.65,0.11,1.1,1.93,1.06
"211",1998-01-08,0,"MA",4.71980676328502,28.1,2.72,0.19,1.1,1.88,0.98
"212",1998-01-09,0,"MA",4.73752012882448,20.6,2.76,0.17,1.09,1.95,0.93
"213",1998-01-10,0,"MA",4.75523349436393,34.1,2.71,0.09,1.03,1.77,0.96
"214",1998-01-11,0,"MA",4.77294685990338,25.3,2.73,0.14,1.02,1.8,0.93
"215",1998-01-12,0,"MA",4.79066022544283,30,2.74,0.13,1.03,1.95,1.11
"216",1998-01-13,0,"MA",4.80837359098229,23.5,2.73,0.12,0.97,1.77,0.95
"217",1998-01-14,0,"MA",4.82608695652174,24.2,2.76,0.09,0.99,1.89,1.14
"218",1998-01-15,0,"MA",4.84380032206119,35.4,2.62,0.04,1.09,1.88,1.02
"219",1998-01-16,0,"MA",4.86151368760064,24.9,2.71,0.12,1.03,1.94,1.18
"220",1998-01-17,0,"MA",4.8792270531401,29.5,2.66,0.14,1,1.97,1.11
"221",1998-01-18,0,"MA",4.89694041867955,27.6,2.61,0.11,1.04,1.9,0.99
"222",1998-01-19,0,"MA",4.914653784219,28.7,2.65,0.16,1.07,1.87,1.04
"223",1998-01-20,0,"MA",4.93236714975845,30.7,2.7,0.15,0.99,1.82,1.13
"224",1998-01-21,0,"MA",4.95008051529791,25.4,2.75,0.15,1.02,1.88,1.05
"225",1998-01-22,0,"MA",4.96779388083736,38.3,2.71,0.11,1,1.93,1.03
"226",1998-01-23,0,"MA",4.98550724637681,28.2,2.76,0.11,1,1.88,1.04
"227",1998-01-24,0,"MA",5.00322061191626,23.8,2.73,0.22,1.06,1.91,1.03
"228",1998-01-25,0,"MA",5.02093397745572,32.1,2.67,0.13,1.01,2.1,1.13
"229",1998-01-26,0,"MA",5.03864734299517,14,2.69,0.16,1.08,1.78,1.05
"230",1998-01-27,0,"MA",5.05636070853462,27.6,2.7,0.14,1.01,1.91,1.05
"231",1998-01-28,0,"MA",5.07407407407407,22.9,2.66,0.09,1.07,1.85,1.02
"232",1998-01-29,0,"MA",5.09178743961353,44.3,2.76,0.08,1.07,2.04,0.93
"233",1998-01-30,0,"MA",5.10950080515298,34.3,2.66,0.12,1.05,1.92,1.17
"234",1998-01-31,0,"MA",5.12721417069243,31.4,2.65,0.02,1.1,1.99,1.11
"235",1998-02-01,0,"MA",5.14492753623188,19.2,2.71,0.07,1.09,1.95,1.12
"236",1998-02-02,0,"MA",5.16264090177134,47.6,2.69,0.09,1.06,1.94,1.08
"237",1998-02-03,0,"MA",5.18035426731079,29.3,2.75,0.07,1.04,1.9,1.12
"238",1998-02-04,0,"MA",5.19806763285024,28.7,2.68,0.13,1.02,1.9,1
"239",1998-02-05,0,"MA",5.21578099838969,40.4,2.74,0.09,1.02,1.92,0.99
"240",1998-02-06,0,"MA",5.23349436392915,29.6,2.72,0.02,0.97,1.93,1.07
"241",1998-02-07,0,"MA",5.2512077294686,27.4,2.76,0.15,1.04,1.97,1.07
"242",1998-02-08,0,"MA",5.26892109500805,32.9,2.8,0.19,1.06,1.92,1.01
"243",1998-02-09,0,"MA",5.2866344605475,29.9,2.74,0.18,0.94,1.9,1.04
"244",1998-02-10,0,"MA",5.30434782608696,34.1,2.72,0.07,1.03,1.93,1.06
"245",1998-02-11,0,"MA",5.32206119162641,14.4,2.72,0.05,1.04,1.88,1.09
"246",1998-02-12,0,"MA",5.33977455716586,14.9,2.7,0.06,1.05,1.92,1.02
"247",1998-02-13,0,"MA",5.35748792270531,29.6,2.69,0.06,1.05,1.96,1.01
"248",1998-02-15,0,"MA",5.37520128824477,30.8,2.71,0.17,0.99,1.84,1.04
"249",1998-02-16,0,"MA",5.39291465378422,33.7,2.76,0.17,1.07,1.91,0.96
"250",1998-02-17,0,"MA",5.41062801932367,35.1,2.72,0.1,1.06,1.88,1.13
"251",1998-02-18,0,"MA",5.42834138486312,18.8,2.81,0.1,1.02,1.98,1.02
"252",1998-02-19,0,"MA",5.44605475040258,26.4,2.64,0.12,1.1,1.9,1.04
"253",1998-02-20,0,"MA",5.46376811594203,26.9,2.65,0.04,1.05,1.93,0.94
"254",1998-02-22,0,"MA",5.48148148148148,27.5,2.7,0.1,0.99,1.89,1.13
"255",1998-02-23,0,"MA",5.49919484702093,31.2,2.74,0.04,1.02,1.87,1.16
"256",1998-02-24,0,"MA",5.51690821256039,27.6,2.77,0.09,1.07,1.84,1.01
"257",1998-02-25,0,"MA",5.53462157809984,41.3,2.65,0.17,1.04,1.89,1.05
"258",1998-02-26,0,"MA",5.55233494363929,26.7,2.75,0.19,1.09,1.88,1.05
"259",1998-02-27,0,"MA",5.57004830917874,11.5,2.8,0.11,1.04,1.97,1.05
"260",1998-02-28,0,"MA",5.5877616747182,30.9,2.72,0.1,0.99,1.95,0.96
"261",1998-03-01,0,"MA",5.60547504025765,41.3,2.77,0.22,1.05,1.87,1.08
"262",1998-03-02,0,"MA",5.6231884057971,42.6,2.7,0.03,1,1.88,1
"263",1998-03-03,0,"MA",5.64090177133655,45,2.73,0.1,1.04,1.89,1.12
"264",1998-03-04,0,"MA",5.65861513687601,49.1,2.74,0.05,1.01,1.98,1.06
"265",1998-03-05,0,"MA",5.67632850241546,54,2.73,0.19,1.11,1.95,1.05
"266",1998-03-06,0,"MA",5.69404186795491,52.6,2.71,0.14,1.05,1.95,1.09
"267",1998-03-07,0,"MA",5.71175523349436,55.6,2.78,0.1,1,1.86,1.07
"268",1998-03-08,0,"MA",5.72946859903382,54.6,2.72,0.17,1.03,1.92,1.07
"269",1998-03-09,0,"MA",5.74718196457327,52.1,2.7,0.06,1.05,1.92,1.04
"270",1998-03-10,0,"MA",5.76489533011272,46,2.69,0.06,1.02,1.94,1.06
"271",1998-03-11,0,"MA",5.78260869565217,60.1,2.71,0.13,0.99,1.91,1
"272",1998-03-12,0,"MA",5.80032206119163,38,2.73,0.18,1.03,1.96,1.07
"273",1998-03-13,0,"MA",5.81803542673108,53.9,2.74,0.05,1.02,1.95,1.12
"274",1998-03-15,0,"MA",5.83574879227053,49.8,2.72,0.22,1.02,1.87,1.07
"275",1998-03-16,0,"MA",5.85346215780998,50.7,2.71,0.17,0.96,1.9,0.88
"276",1998-03-17,0,"MA",5.87117552334944,52.9,2.7,0.14,1.05,1.91,1.02
"277",1998-03-18,0,"MA",5.88888888888889,51.1,2.7,0.1,1.03,1.97,1.03
"278",1998-03-19,0,"MA",5.90660225442834,44.5,2.78,0.13,1.02,1.85,1.03
"279",1998-03-20,0,"MA",5.92431561996779,47.8,2.78,0.2,1.02,1.88,1.05
"280",1998-03-21,0,"MA",5.94202898550725,49.3,2.74,0.1,0.96,1.96,0.98
"281",1998-03-22,0,"MA",5.9597423510467,53.2,2.76,0.28,1.01,1.95,1.05
"282",1998-03-23,0,"MA",5.97745571658615,56.2,2.8,0.06,1.05,1.89,1.09
"283",1998-03-24,0,"MA",5.9951690821256,44.4,2.73,0.12,1.02,1.94,1.04
"284",1998-03-25,0,"MA",6.01288244766506,48.5,2.66,0.05,0.98,2.01,1.05
"285",1998-03-26,0,"MA",6.03059581320451,51.3,2.79,0.07,0.97,1.88,1.06
"286",1998-03-27,0,"MA",6.04830917874396,57.3,2.78,0.04,1.01,1.97,1
"287",1998-03-28,0,"MA",6.06602254428341,54,2.77,0.07,1.01,2.04,1.16
"288",1998-03-29,0,"MA",6.08373590982287,50.8,2.78,0.17,0.98,1.83,1.12
"289",1998-03-30,0,"MA",6.10144927536232,54.2,2.71,0.11,1.02,1.91,1.06
"290",1998-03-31,0,"MA",6.11916264090177,50,2.74,0.04,0.94,2,1.03
"291",1998-04-01,0,"MA",6.13687600644122,51.3,2.69,0.09,1,1.92,1.07
"292",1998-04-02,0,"MA",6.15458937198068,47.2,2.81,0.04,1.07,1.96,0.96
